CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
26.846.134/0001-11;2020-06-01;1;2020-10-02;FUNDO INVESTIMENTO IMOBILIÁRIO BRASIL LAND;1899-12-31;INVESTIDOR PROFISSIONAL;BR01M9CTF002;6243.17111099;N;N;Renda;Títulos e Val. Mob.;Ativa;Indeterminado;1899-12-31;30/06;N;N;S;N;N;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;26846134000111;AVENIDA BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;(11) 3030-7177;;;www.vortxbr.com;JURIDICOFUNDOS@VORTX.COM.BR
26.846.202/0001-42;2020-06-01;1;2020-09-25;FUNDO DE INVESTIMENTO IMOBILIÁRIO - HABITAT I;2017-05-17;INVESTIDOR PROFISSIONAL;BRHBTTCTF001;180213.7995;S;N;Renda;Títulos e Val. Mob.;Ativa;Determinado;2027-01-30;30/06;S;N;N;S;N;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;26846202000142;AVENIDA BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;PINHEIROS;SÃO PAULO;SP;01452000;(11) 3030-7177;;;www.vortxbr.com;JURIDICOFUNDOS@VORTX.COM.BR
26.846.280/0001-47;2020-06-01;1;2020-10-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO FUTURO;2016-11-28;INVESTIDOR PROFISSIONAL;0;2413.897027;N;N;;;;Indeterminado;;30/06;N;N;S;N;N;INTRADER D.T.V.M LTDA.;26846280000147;Rua Ramos Batista;152;;Vila Olímpia;São Paulo;SP;04552020;(11)3198-5151;;;www.intrader.com.br;adm@intrader.com.br
26.990.011/0001-50;2020-12-01;1;2021-03-30;TREECORP REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO I;2017-01-20;INVESTIDORES EM GERAL;BRTCPFCTF001;297327;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BR-CAPITAL DISTRIB. TÍTULOS E VALORES MOBILIÁRIOS S.A.;26990011000150;AVENIDA NAÇÕES UNIDAS;11857;CJ. 111;BROOKLIN NOVO;SÃO PAULO;SP;04578908;11-5508.3500;;;WWW.BRCAPITAL.COM.BR;brcapital@brcapital.com.br
27.293.689/0001-46;2020-12-01;1;2021-03-30;OLAVSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-07-24;INVESTIDOR QUALIFICADO;;6651.2578;S;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;FRAM CAPITAL DTVM S.A.;27293689000146;Fram Capital DTVM S.A.;153;4º andar;Vila Nova conceição;São Paulo;SP;4543120;(11) 3513-3144;;;www.framcapitaldtvm.com;fiduciario@framcapitaldtvm.com
27.368.600/0001-63;2020-12-01;1;2021-05-05;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA;2017-12-15;INVESTIDOR QUALIFICADO;BRVTLTCTF001;2115000;N;N;Renda;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;27368600000163;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
27.368.617/0001-10;2020-12-01;1;2021-04-01;FUNDO DE INVESTIMENTO IMOBILIÁRIO QUINTAS;2018-03-22;INVESTIDOR QUALIFICADO;BRQNTSCTF009;313495.880107;S;S;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;31/12;N;S;N;N;S;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;27368617000110;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
27.368.863/0001-72;2020-12-01;1;2021-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO COLATERAL;2018-01-25;INVESTIDOR QUALIFICADO;0;82840.5557231;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;27368863000172;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
27.486.542/0001-72;2020-12-01;1;2021-03-29;HEDGE LOGÍSTICA FUNDO DE INVEST IMOBILIÁRIO;2017-04-27;INVESTIDORES EM GERAL;BRHLOGCTF008;4250000;N;N;Renda;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;27486542000172;AVENIDA HORÁCIO LAFER;160;9º ANDAR (PARTE);ITAIM BIBI;SÃO PAULO;SP;04538-080;(11) 3124-4100;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
27.529.279/0001-51;2020-12-01;1;2021-03-31;RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FII;2017-09-14;INVESTIDORES EM GERAL;BRRBRFCTF003;11468979;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;27529279000151;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
27.538.422/0001-71;2020-12-01;1;2021-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO;2019-12-19;INVESTIDOR PROFISSIONAL;BRSPVJCTF005;3709220;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;27538422000171;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
27.538.477/0001-81;2020-12-01;1;2021-08-13;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;2018-05-16;INVESTIDOR QUALIFICADO;0;38.50530902;N;N;;;;Indeterminado;;31/12;N;N;S;N;N;INTRADER D.T.V.M. LTDA.;27538477000181;Rua Joaquim Floriano;1120;5º Andar;Itaim Bibi;São Paulo;SP;05712-070;31985151;;;www.intrader.com.br;adm@intrader.com.br
27.539.729/0001-97;2020-12-01;1;2021-03-31;MPM FUNDO DE INVESTIMENTO IMOBILIARIO FII;2019-03-25;INVESTIDOR QUALIFICADO;BRMPMICTF009;30345.08981351;S;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;N;N;S;N;N;TERRA INVESTIMENTOS DTVM LTDA.;27539729000197;Rua Joaquim Floriano;100;5º andar;Itaim;São Paulo;SP;04534000;11 3165.6046;11 3165.6004;11 3165.6000;www.terrainvestimentos.com.br;compliance@terrainvestimentos.com.br
27.580.051/0001-96;2020-12-01;2;2021-03-30;RB CAPITAL PATRIMONIAL VI FUNDO DE INVESTIMENTO OMOBILIÁRIO;2020-09-08;INVESTIDOR QUALIFICADO;;7461;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;FRAM CAPITAL DTVM S.A;27580051000196;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Vila Nova Conceição;São Paulo;SP;045-43120;(11) 3513-3144;(11) 3513-3133;(11) 3513-3179;www.framcapitaldtvm.com;fiduciario@framcapitaldtvm.com
27.602.955/0001-75;2020-12-01;1;2021-02-26;FUNDO DE INVESTIMENTO IMOBILIARIO MILLENIUM FII;2017-07-10;INVESTIDOR QUALIFICADO;;386860;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;S;N;N;S;RIO BRAVO INVESTIMENTOS DTVM - LTDA;27602955000175;Av. Chedid Jafet;222;Bloco B - 3º andar;Vila Olimpia;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;correspondencia@riobravo.com.br
27.771.547/0001-47;2020-12-01;1;2021-03-31;FII SJ AU LOG;2020-10-02;INVESTIDORES EM GERAL;BRSJAUCTF009;36074;N;N;Híbrido;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;27771547000147;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
27.771.586/0001-44;2020-12-01;1;2021-03-31;GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIARIO;2018-07-26;INVESTIDOR PROFISSIONAL;BRRCFACTF007;11683268.19;S;N;Desenvolvimento para Venda;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;TERRA INVESTIMENTOS DTVM LTDA;27771586000144;Rua Joaquim Floriano;100;5º andar;Itaim Bibi;São Paulo;SP;04534000;11 3165.6000;;;www.terrainvestimentos.com.br;admfundos@terrainvestimentos.com.br
27.773.327/0001-52;2020-12-01;1;2021-03-31;AIRPORT TOWN FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2018-12-14;INVESTIDOR QUALIFICADO;BRATWNCTF005;160757.04924866;N;N;Renda;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;27773327000152;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
28.090.655/0001-17;2020-12-01;1;2021-03-30;VALORA RE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-08-08;INVESTIDOR PROFISSIONAL;BRVLORCTF006;24675.15;S;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Determinado;2022-08-01;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;28090655000117;Avenida das Américas;3434;Bloco 7 Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
28.108.193/0001-18;2020-12-01;1;2021-03-31;DEL MONTE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-12-15;INVESTIDORES EM GERAL;0;7920000;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLANNER TRUSTEE DTVM LTDA;28108193000118;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
28.152.272/0001-26;2020-12-01;1;2021-03-19;FUNDO DE INVEST  IMOB - FII REC RECEBÍVEIS IMOBILIÁRIOS;2017-10-16;INVESTIDORES EM GERAL;BRRECRCTF004;9916355;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;28152272000126;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
28.216.384/0001-01;2020-12-01;1;2021-04-13;SICOOB AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-09-19;INVESTIDOR QUALIFICADO;BRSCOOCTF008;3239431;N;N;Renda;Híbrido;Passiva;Indeterminado;;31/12;N;S;N;S;N;BANCOOB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;28216384000101;SIG Quadra 06 - Lote;2080;Sala 201;Setor de Indústrias Gráficas;Brasília;DF;70610460;6132175525;6132175583;6132175315;www.bancoob.com.br/bancoob-dtvm;fundos@bancoob.com.br
28.267.530/0001-10;2020-12-01;1;2021-03-30;SABUGAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-11-13;INVESTIDOR QUALIFICADO;;3554.0256085;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;FRAM CAPITAL DTVM S.A.;28.267.530/000;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Itaim Bibi;São Paulo;SP;04543120;35133144;;;www.framcapitaldtvm.com;fiduciario@framcaoitaldtvm.com
28.267.555/0001-13;2020-12-01;1;2021-04-09;BASILICA PARTNERS LED CORPORATE FII;2019-09-13;INVESTIDOR QUALIFICADO;;1336000.02258;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;FRAM CAPITAL DTVM S.A;28267555000113;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Vila Nova Conceição;São Paulo;SP;045-43120;(11) 3513-3144;(11) 3513-3133;(11) 3513-3179;www.framcapitaldtvm.com;fiduciario@framcapitaldtvm.com
28.267.696/0001-36;2020-06-01;1;2020-09-28;YAGUARA CAPITAL HIGH YIELD FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-05-23;INVESTIDOR QUALIFICADO;0;23329;S;N;Híbrido;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;28267696000136;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452-000;(11) 3030-7177;;;www.vortx.com.br;admfundos@vortxbr.com
28.516.301/0001-91;2020-12-01;1;2021-03-31;XP CRÉDITO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-12;INVESTIDORES EM GERAL;BRXPCICTF007;6567011;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;28516301000191;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
28.516.325/0001-40;2020-06-01;1;2020-09-28;XP INDUSTRIAL - FII;2018-07-04;INVESTIDOR QUALIFICADO;BRXPINCTF004;6586568;S;N;Renda;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;28516325000140;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;São Paulo;SP;01452-000;(11) 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
28.516.650/0001-03;2020-12-01;1;2021-03-26;FUNDO DE INVEST IMOB - OURINVEST RENDA ESTRUTURADA;2018-03-02;INVESTIDORES EM GERAL;BROURECTF003;831837;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO OURINVEST S/A;28516650000103;Av. Paulista;1728;1,2,4 E 11;Bela Vista;São Paulo;SP;01310-919;4081-4402;4081-4576;4081-4444;ourinvest.com.br;fundos.imobiliarios@ourinvest.com.br
28.548.288/0001-52;2020-12-01;1;2021-03-23;TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-10-15;INVESTIDORES EM GERAL;BRTRXFCTF003;4747778;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;28548288000152;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
28.693.595/0001-27;2020-12-01;1;2021-03-26;FUNDO DE INVEST IMOB - OURINVEST RE I;2018-02-23;INVESTIDOR QUALIFICADO;BRWTSPCTF002;992565;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO OURINVEST S/A;28.693.595/000;Av. Paulista;1728;1,2,4 e 11;Bela Vista;São Paulo;SP;01310-919;4081-4402;4081-4576;4081-4444;ourinvest.com.br;fundos.imobiliarios@ourinvest.com.br
28.729.197/0001-13;2020-12-01;1;2021-03-23;FUNDO DE INVESTIMENTO IMOBILIARIO VBI CRI;2019-04-02;INVESTIDORES EM GERAL;BRCVBICTF001;3526841;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;28729197000113;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
28.737.771/0001-85;2020-06-01;2;2020-10-04;ALIANZA TRUST RENDA IMOBILIARIA - FII;2017-12-27;INVESTIDORES EM GERAL;BRALZRCTF006;2860924;N;N;Renda;Híbrido;Ativa;Indeterminado;;Junho;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;28737771000185;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
28.757.546/0001-00;2020-06-01;2;2020-10-05;XP MALLS FUNDO DE INVESTIMENTO IMOBILIARIO;2017-12-22;INVESTIDORES EM GERAL;BRXPMLCTF000;18207683;N;N;Renda;Shoppings;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;28757546000100;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
28.830.325/0001-10;2020-06-01;3;2020-10-04;FII IRIDIUM RECEBIVEIS IMOBILIARIOS;2018-03-06;INVESTIDORES EM GERAL;BRIRDMCTF004;7968099;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;28830325000110;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
28.851.767/0001-43;2020-12-01;3;2021-05-07;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOSPITAL UNIMED CAPIXABA;2017-10-06;INVESTIDORES EM GERAL;BRHUSCCTF009;794613;N;N;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;28851767000143;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;Vila Olímpia;São Paulo;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
28.893.734/0001-66;2020-12-01;1;2021-03-30;IMMOB I  FII;2018-02-01;INVESTIDOR PROFISSIONAL;BRRNOVCTF002;182939;S;N;Híbrido;Híbrido;Passiva;Indeterminado;;Dezembro;S;S;N;S;S;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vl Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br
28.899.178/0001-35;2020-06-01;1;2020-09-29;FUNDO DE INVESTIMENTO IMOBILIARIOS HIRE PROPERTIES;2019-07-01;INVESTIDOR QUALIFICADO;BR027ICTF003;358013.1071613;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BRL TRUST DTVM S.A;28899178000135;RUA IGUATEMI;151;19 ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;;;WWW.BRLTRUST.COM.BR;fii@brltrust.com.br
29.018.899/0001-51;2020-12-01;1;2021-03-31;TOP CENTER II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-12-06;INVESTIDOR QUALIFICADO;0;65270000;S;N;Renda;Shoppings;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;29018899000151;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
29.216.463/0001-77;2020-12-01;1;2021-03-31;FUNDO DE INVESTIMENTO IMOBILIARIO MOGNO FUNDO DE FUNDOS;2018-03-27;INVESTIDORES EM GERAL;BRMGFFCTF008;9050620;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;29216463000177;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
29.242.809/0001-01;2020-12-01;1;2021-03-31;PRAZO EDUCACIONAL FUNDO DE INVESTIMENTO IMOBILIARIO FII;2019-12-10;INVESTIDOR QUALIFICADO;BRPRZOCTF008;4451.42;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;29242809000101;Avenida Brigadeiro Faria Lima;1355;15° andar;Jardim Paulistano;São Paulo;SP;01452-002;(11) 2827-3500;;;www.singulare.com.br;fip.fii.adm@singulare.com.br
29.242.844/0001-20;2020-12-01;1;2021-03-31;TRANCOSO FUNDO DE INVESTIMENTO IMOBILIARIO FII;2019-12-03;INVESTIDOR QUALIFICADO;BRFIITCTF003;28316.1;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;29242844000120;Avenida Brigadeiro Faria Lima;1355;15° andar;Jardim Paulistano;São Paulo;SP;01452-002;(11) 2827-3500;;;www.singulare.com.br;fip.fii.adm@singulare.com.br
29.267.567/0001-00;2020-12-01;1;2021-03-31;FII BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII;2016-04-04;INVESTIDOR PROFISSIONAL;BRBARICTF003;2234191;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;29267567000100;Avenida das Américas;3434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
29.299.737/0001-39;2020-12-01;1;2021-03-30;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-07-30;INVESTIDOR QUALIFICADO;BRRBTSCTF002;56525;N;N;Híbrido;Híbrido;Ativa;Determinado;2024-07-30;31/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;29299737000139;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640102;(21) 35140000;;;www.oliveitrust.com.br;ger2.fundos@oliveiratrust.com.br
29.467.977/0001-03;2020-06-01;2;2020-10-05;FUNDO DE INVEST IMOB - FII RBR RENDIMENTO HIGH GRADE;2018-05-02;INVESTIDORES EM GERAL;BRRBRRCTF008;6942557;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;29467977000103;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
29.641.226/0001-53;2020-12-01;1;2021-03-09;CSHG RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2018-02-14;INVESTIDORES EM GERAL;BRHGRUCTF002;18406458;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.;29641226000153;RUA LEOPOLDO COUTO MAGALHAES JUNIOR;700;11º andar;ITAIM BIBI;SÃO PAULO;SP;04542-000;(11) 3701-8600;;;imobiliario.cshg.com.br;list.imobiliario@cshg.com.br
29.787.928/0001-40;2020-12-01;1;2021-03-31;FII BTG PACTUAL CREDITO IMOBILIARIO;2018-03-21;INVESTIDORES EM GERAL;BRBTCRCTF006;4810097;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;29787928000140;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
29.800.650/0001-01;2020-12-01;1;2021-03-31;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRLPROP;2018-03-14;INVESTIDOR QUALIFICADO;BRBPRPCTF006;1349837;N;N;Desenvolvimento para Renda;Logística;Ativa;Indeterminado;;Dezembro;N;S;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;29800650000101;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
29.852.732/0001-91;2020-06-01;2;2020-10-05;VALORA RE III FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-07-27;INVESTIDORES EM GERAL;BRMGHTCTF005;4506414;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;29852732000191;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
30.017.492/0001-99;2020-12-01;1;2021-03-31;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-03-12;INVESTIDORES EM GERAL;0;7850;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLANNER TRUSTEE DTVM LTDA;30017492000199;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
30.048.651/0001-12;2020-12-01;2;2021-04-01;PATRIA EDIFICIOS CORPORATIVOS  FII;2019-03-29;INVESTIDORES EM GERAL;BRPATCCTF002;1502052;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;MODAL D.T.V.M. LTDA;30048651000112;PRAIA DE BOTAFOGO;501;6º ANDAR - PARTE, BLOCO 01;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;(21)3223-7700;(21)3223-7746;;HTTPS://MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR
